frame,sun_x,sun_y,sun_z,required_zenith_deg,panel_zenith_deg,max_zenith_deg,status
32,0.5962789109426331,0.04765934318818752,0.8013613712751183,36.73969891107637,36.73969891107637,53.13010235415598,TRACKING
33,-0.912144724971405,-0.2981790947810536,0.2812138477073835,73.66733571015625,73.66733571015625,53.13010235415598,OUT OF RANGE
34,-0.13675852740633523,-0.06317500883054525,0.9885878936346081,8.664318736167811,8.664318736167811,53.13010235415598,TRACKING
35,-0.5197125265759419,0.6483327236572004,0.5563843717748431,56.1938801001053,56.1938801001053,53.13010235415598,OUT OF RANGE
36,-0.4702835889426197,0.47093233471989676,0.7463618975312958,41.72379065067222,41.72379065067222,53.13010235415598,TRACKING
37,-0.16979090022629514,-0.6177032875452899,0.7678630729212631,39.83761943047644,39.83761943047644,53.13010235415598,TRACKING
38,0.5594601406793039,-0.4911118490092234,0.6676926708852174,48.11076715903684,48.11076715903684,53.13010235415598,TRACKING
39,-0.7780774950036726,0.6268405683339988,0.040820505380496,87.66050729565399,87.66050729565399,53.13010235415598,OUT OF RANGE
40,-0.8982385398416872,0.30975648081563756,0.31179873017025767,71.8323361940966,71.8323361940966,53.13010235415598,OUT OF RANGE
41,0.05718130048006129,-0.21780731900780248,0.9743152829870023,13.01394575445902,13.01394575445902,53.13010235415598,TRACKING
42,0.6120352933189748,-0.5041991253948936,0.6092586000074031,52.464085795708534,52.464085795708534,53.13010235415598,TRACKING
43,0.7618506913974205,-0.5586435207854564,0.32787336076860796,70.8602521278041,70.8602521278041,53.13010235415598,OUT OF RANGE
44,-0.7718321314262514,0.6238417169737039,0.12286851940717271,82.9423179304881,82.9423179304881,53.13010235415598,OUT OF RANGE
45,-0.7470180627182922,0.19358963391254616,0.6359929776453637,50.50632927050515,50.50632927050515,53.13010235415598,TRACKING
46,0.4914125825307217,-0.758711336034521,0.4276339349293959,64.68250284089437,64.68250284089437,53.13010235415598,OUT OF RANGE
47,0.3091725329245089,0.896613298553315,0.31701251985116863,71.51764938500345,71.51764938500345,53.13010235415598,OUT OF RANGE
48,-0.5589558088824634,-0.8170286204471787,0.14153669872768276,81.86322185788232,81.86322185788232,53.13010235415598,OUT OF RANGE
49,-0.8800131314313688,0.09417800447288599,0.4655184120761082,62.25622205273549,62.25622205273549,53.13010235415598,OUT OF RANGE
50,0.664409522072056,0.7435225094306491,0.07572492951421081,85.65712383779498,85.65712383779498,53.13010235415598,OUT OF RANGE
51,-0.7927595332886221,0.6012209444349828,0.10032795399445418,84.24194416736309,84.24194416736309,53.13010235415598,OUT OF RANGE
52,0.5888659454867585,-0.3667854556246271,0.7202120019745719,43.92801351304036,43.92801351304036,53.13010235415598,TRACKING
53,0.10372424489885189,-0.9275630309090367,0.3589820395381979,68.9623072533066,68.9623072533066,53.13010235415598,OUT OF RANGE
54,0.8835009697631316,0.41584444132069814,0.2156372812161254,77.54708213148102,77.54708213148102,53.13010235415598,OUT OF RANGE
55,-0.1666469364829966,-0.8999758599045056,0.4028302994437954,66.24476618316032,66.24476618316032,53.13010235415598,OUT OF RANGE
56,-0.36827035154385235,-0.6806527679770041,0.6333156855936937,50.7048263364017,50.7048263364017,53.13010235415598,TRACKING
57,-0.023039022727803726,-0.2160679416445339,0.9761064737134172,12.550074487153639,12.550074487153639,53.13010235415598,TRACKING
58,0.8858096777280087,-0.43374896995020307,0.16493345903890766,80.50663100810328,80.50663100810328,53.13010235415598,OUT OF RANGE
59,-0.7016138945677789,-0.34995836040684586,0.6206988713786952,51.63281225651386,51.63281225651386,53.13010235415598,TRACKING
60,0.8182267592490488,0.5014291204978022,0.28120065356538515,73.66812346711536,73.66812346711536,53.13010235415598,OUT OF RANGE
61,0.4692936625496115,-0.8713296870885178,0.1433458568951222,81.75849686093649,81.75849686093649,53.13010235415598,OUT OF RANGE
62,-0.6649651620787113,-0.7432167069522131,0.07382587438521539,85.76623717207706,85.76623717207706,53.13010235415598,OUT OF RANGE
63,-0.6053226029016605,-0.764485656703809,0.2216894835361043,77.19171610927056,77.19171610927056,53.13010235415598,OUT OF RANGE
64,0.3030415518702599,-0.7035658498193246,0.6427759429288532,50.00087260172811,50.00087260172811,53.13010235415598,TRACKING
65,-0.24565183921761813,0.40872127886076004,0.878977866669819,28.480691152664534,28.480691152664534,53.13010235415598,TRACKING
66,-0.8358341569041238,0.06546219244031656,0.5450651002525108,56.97088753305796,56.97088753305796,53.13010235415598,OUT OF RANGE
67,-0.009628620217621632,-0.29636778725383667,0.9550253527268108,17.24895501963021,17.24895501963021,53.13010235415598,TRACKING
68,0.11423547087064115,0.6400613636330582,0.7597839877091073,40.55484157790164,40.55484157790164,53.13010235415598,TRACKING
69,-0.5027240758658078,-0.4242798154453738,0.7531634230036063,41.13484854067997,41.13484854067997,53.13010235415598,TRACKING
70,0.34494598955411154,0.6919247369675348,0.634233728733298,50.63682529760568,50.63682529760568,53.13010235415598,TRACKING
71,-0.2094688342855017,0.8078464357519949,0.55091464284939,56.57021605882008,56.57021605882008,53.13010235415598,OUT OF RANGE
72,-0.044326879244827484,0.6732667636902115,0.7380697749444313,42.43275144123006,42.43275144123006,53.13010235415598,TRACKING
73,0.23719367263690247,-0.6098546636318581,0.7561854606559764,40.87093921426053,40.87093921426053,53.13010235415598,TRACKING
74,-0.4431732371742494,-0.8003744041451064,0.40373047326386236,66.18840350070496,66.18840350070496,53.13010235415598,OUT OF RANGE
75,-0.24975074400399358,-0.9679315673676421,0.02707483633692977,88.44853655829402,88.44853655829402,53.13010235415598,OUT OF RANGE
76,0.46292208359372544,0.41528679489515935,0.7830964324442742,38.455037297455135,38.455037297455135,53.13010235415598,TRACKING
77,0.45826684382730476,0.32379126306861805,0.8277383148127128,34.1328956023454,34.1328956023454,53.13010235415598,TRACKING
78,-0.7397435929695892,-0.6126884198022855,0.2781947463569739,73.84750896461009,73.84750896461009,53.13010235415598,OUT OF RANGE
79,0.8962074555618824,-0.007681321082975719,0.44356870257234854,63.66819892172803,63.66819892172803,53.13010235415598,OUT OF RANGE
80,0.6111917406772917,0.4827492545931426,0.6272143280551133,51.15510156321273,51.15510156321273,53.13010235415598,TRACKING
81,0.85953326798935,-0.33427800371610356,0.386601574558517,67.25679598294292,67.25679598294292,53.13010235415598,OUT OF RANGE
82,0.708038064506749,-0.40507421367703356,0.5784435846506293,54.65885302757296,54.65885302757296,53.13010235415598,OUT OF RANGE
83,0.6818783133973879,0.7184140763589842,0.13756155206888768,82.09323175900329,82.09323175900329,53.13010235415598,OUT OF RANGE
84,0.1741429769699767,0.9845976978649249,0.015543388662844871,89.10939356653553,89.10939356653553,53.13010235415598,OUT OF RANGE
85,-0.5269322724257949,0.22520311299636422,0.8195278751652898,34.96243986332938,34.96243986332938,53.13010235415598,TRACKING
86,0.7962143296562952,-0.6038078164669917,0.03819505234110846,87.81105225362468,87.81105225362468,53.13010235415598,OUT OF RANGE
87,0.7401795179371394,0.6678354335665563,0.07829505028616872,85.50942811436776,85.50942811436776,53.13010235415598,OUT OF RANGE
88,-0.7164611876541446,-0.679914862917682,0.15620225916689665,81.01347000708822,81.01347000708822,53.13010235415598,OUT OF RANGE
89,-0.7234075916834548,0.3500645344414577,0.5950935035950481,53.48070195482152,53.48070195482152,53.13010235415598,OUT OF RANGE
90,0.08593384428410496,0.47704789682773585,0.8746660382904946,28.99452401895099,28.99452401895099,53.13010235415598,TRACKING
91,0.008187177513499922,0.5412694566073348,0.8408093395463462,32.77431718797608,32.77431718797608,53.13010235415598,TRACKING
92,0.3218293351848333,0.9399920953322695,0.1133169878144398,83.49343900978421,83.49343900978421,53.13010235415598,OUT OF RANGE
93,0.35152115785619786,-0.8508975839748951,0.39039233748259505,67.02108601506222,67.02108601506222,53.13010235415598,OUT OF RANGE
94,-0.8080316510312868,-0.339036941790448,0.4818078486627556,61.196457830887454,61.196457830887454,53.13010235415598,OUT OF RANGE
95,-0.5515431733768976,0.0505516290422028,0.8326131518913936,33.63188483883058,33.63188483883058,53.13010235415598,TRACKING
96,-0.2594720391946702,-0.962986156916582,0.07302001412757685,85.81253452650525,85.81253452650525,53.13010235415598,OUT OF RANGE
97,0.4537430504273783,-0.5657104317900126,0.6885411763669732,46.48525900985383,46.48525900985383,53.13010235415598,TRACKING
98,-0.801295287744821,0.15964735990939818,0.5765748713843708,54.79000383549203,54.79000383549203,53.13010235415598,OUT OF RANGE
99,0.14126401794186405,-0.6205125660955669,0.7713680266593993,39.52310411396187,39.52310411396187,53.13010235415598,TRACKING
100,0.7462789136406377,-0.17058288169114397,0.6434044323202125,49.9538495645171,49.9538495645171,53.13010235415598,TRACKING
101,0.5530372419425048,0.4218017177498733,0.7184936464074568,44.069747267777636,44.069747267777636,53.13010235415598,TRACKING
102,0.50733984092064,-0.6642658365949664,0.5489600934015232,56.704299754044996,56.704299754044996,53.13010235415598,OUT OF RANGE
103,-0.819184237443974,0.115110861873766,0.5618600133503129,55.81547209496774,55.81547209496774,53.13010235415598,OUT OF RANGE
104,0.7647581402868361,0.5463978337237801,0.3414592130357305,70.03419783112389,70.03419783112389,53.13010235415598,OUT OF RANGE
105,-0.22021085204375604,0.9172272052111361,0.3319660143188325,70.6118519267885,70.6118519267885,53.13010235415598,OUT OF RANGE
106,-0.8857009395133523,0.4362925464733661,0.15869045225517117,80.86910643526059,80.86910643526059,53.13010235415598,OUT OF RANGE
107,0.8170853631247189,0.5621297625549357,0.12799077864157948,82.64649751632363,82.64649751632363,53.13010235415598,OUT OF RANGE
108,-0.010126038831823133,0.7906038289342929,0.6122442723390817,52.24804402938109,52.24804402938109,53.13010235415598,TRACKING
109,-0.6538047027177231,0.5354801299522778,0.5346030687626863,57.683003480533074,57.683003480533074,53.13010235415598,OUT OF RANGE
110,-0.661814326516676,-0.5222568724801648,0.5378192599419579,57.46469054662926,57.46469054662926,53.13010235415598,OUT OF RANGE
111,-0.5666829065693268,0.6227425240491452,0.5395018370154447,57.35026682915086,57.35026682915086,53.13010235415598,OUT OF RANGE
112,-0.4983737149571227,-0.569477734972113,0.6536962211997775,49.17913568209727,49.17913568209727,53.13010235415598,TRACKING
113,0.6601876130509943,-0.46305446472051753,0.5913821761572001,53.74484692007471,53.74484692007471,53.13010235415598,OUT OF RANGE
114,-0.1581355197894784,-0.48763309902411406,0.8586076625077661,30.83939107023558,30.83939107023558,53.13010235415598,TRACKING
115,-0.5790302850216,0.5616301228299029,0.5910122961139411,53.77112324493701,53.77112324493701,53.13010235415598,OUT OF RANGE
116,-0.8346970377935111,0.5485022190054005,0.04925617570304731,87.17668659138677,87.17668659138677,53.13010235415598,OUT OF RANGE
117,-0.45912956191968185,0.6045439501129873,0.6509428989959309,49.38726980522027,49.38726980522027,53.13010235415598,TRACKING
118,0.2679024562726394,-0.7718336466825539,0.5766290798874065,54.78620233894614,54.78620233894614,53.13010235415598,OUT OF RANGE
119,0.6719418142648472,-0.5036407072462372,0.5429919301858689,57.11245429925064,57.11245429925064,53.13010235415598,OUT OF RANGE
120,-0.8439536073704957,-0.46176579304095594,0.2729737368018837,74.1587015699798,74.1587015699798,53.13010235415598,OUT OF RANGE
121,0.6774679809138421,0.32443017845856564,0.6601380114353856,48.689600823193345,48.689600823193345,53.13010235415598,TRACKING
122,0.28671784949957474,0.6418651545363173,0.7111975802619188,44.66756253120613,44.66756253120613,53.13010235415598,TRACKING
123,-0.5813594320277096,0.07069348464772883,0.8105699488759626,35.848345606199466,35.848345606199466,53.13010235415598,TRACKING
124,0.09331422944487817,0.41806265794067654,0.9036127868831236,25.36290795097387,25.36290795097387,53.13010235415598,TRACKING
125,0.3209933122243623,0.6940310753495584,0.6444254494946399,49.87738869484856,49.87738869484856,53.13010235415598,TRACKING
126,-0.7214546064458659,-0.20401300798557934,0.6617264868589718,48.5683222160411,48.5683222160411,53.13010235415598,TRACKING
127,-0.09226583128484889,0.7510064549763462,0.6538167334667849,49.17001079956779,49.17001079956779,53.13010235415598,TRACKING
128,0.8551359862305643,0.034887495576889936,0.5172284869434907,58.853473178164364,58.853473178164364,53.13010235415598,OUT OF RANGE
129,0.47571539232029614,0.5825414865352863,0.6590449772017124,48.77292206261736,48.77292206261736,53.13010235415598,TRACKING
130,-0.684458788312954,-0.5887979267607613,0.42992228198058297,64.53737193634356,64.53737193634356,53.13010235415598,OUT OF RANGE
131,0.1295503553188015,-0.8222069487223113,0.5542494374462809,56.340966553247085,56.340966553247085,53.13010235415598,OUT OF RANGE
132,0.15530105346678263,-0.8523784624199198,0.4993320934956622,60.04417850949509,60.04417850949509,53.13010235415598,OUT OF RANGE
133,0.838530624648092,-0.058264414609363165,0.5417302368499554,57.19849858418119,57.19849858418119,53.13010235415598,OUT OF RANGE
134,-0.30094271307268045,-0.4016570712745537,0.8649306796175069,30.12520928545343,30.12520928545343,53.13010235415598,TRACKING
135,-0.16630931057921686,-0.970930566404666,0.17214833265466215,80.08724879203353,80.08724879203353,53.13010235415598,OUT OF RANGE
136,0.7357448460492826,-0.6171989878452654,0.27882778002684305,73.80974458146684,73.80974458146684,53.13010235415598,OUT OF RANGE
137,-0.9462949137649269,-0.30160889296830534,0.11643887608983097,83.31337582342579,83.31337582342579,53.13010235415598,OUT OF RANGE
138,0.5614466214513429,-0.44431654448781976,0.6981120966974256,45.724267182428505,45.724267182428505,53.13010235415598,TRACKING
139,-0.960296880066424,0.19188049362613363,0.20251364966461716,78.3160109523695,78.3160109523695,53.13010235415598,OUT OF RANGE
140,0.8337253693262856,-0.029186042945404028,0.5514074568220289,56.53637593485059,56.53637593485059,53.13010235415598,OUT OF RANGE
141,0.4453009067383584,-0.7901487952419752,0.42115553401997563,65.09243730385178,65.09243730385178,53.13010235415598,OUT OF RANGE
142,0.5304763423163115,0.8474890476170499,0.01889879392589379,88.91711440226807,88.91711440226807,53.13010235415598,OUT OF RANGE
143,0.630949278053933,-0.7726197368164249,0.07043969622974651,85.96075770234603,85.96075770234603,53.13010235415598,OUT OF RANGE
144,0.9159351426718881,-0.3952213535434406,0.0697344686788302,86.00126387513333,86.00126387513333,53.13010235415598,OUT OF RANGE
145,0.7096982266838172,0.6638433482116924,0.23588225044910563,76.35636588590508,76.35636588590508,53.13010235415598,OUT OF RANGE
146,0.77817515036599,0.46227074322380013,0.42514608702443,64.8400894060389,64.8400894060389,53.13010235415598,OUT OF RANGE
147,0.8154847142157183,0.11297497007875448,0.5676454324807104,55.413802730497835,55.413802730497835,53.13010235415598,OUT OF RANGE
148,-0.54977166345162,-0.292714923165632,0.782348446551648,38.52389727641845,38.52389727641845,53.13010235415598,TRACKING
149,-0.6522068584751246,-0.04753845250403179,0.7565489470559924,40.839101982985056,40.839101982985056,53.13010235415598,TRACKING
150,0.8196619252754448,-0.36034998759870457,0.44531136824851486,63.55673826453394,63.55673826453394,53.13010235415598,OUT OF RANGE
151,0.43816821061319594,0.46770660287764265,0.767632172874929,39.8582664063426,39.8582664063426,53.13010235415598,TRACKING
152,-0.6915619239793962,-0.4188467749641737,0.5884806576294812,53.95073497181319,53.95073497181319,53.13010235415598,OUT OF RANGE
153,0.036468975389930984,0.1783591252455426,0.9832893959947159,10.489151119449934,10.489151119449934,53.13010235415598,TRACKING
154,0.657829556720435,0.6482423974111333,0.3834606479205687,67.45179140124169,67.45179140124169,53.13010235415598,OUT OF RANGE
155,0.4209924389784727,0.761676377086049,0.49255909585757107,60.491077247066684,60.491077247066684,53.13010235415598,OUT OF RANGE
156,0.47103612384536747,0.23018336258934707,0.8515518713618054,31.619137225785938,31.619137225785938,53.13010235415598,TRACKING
157,0.42614265175551463,0.31517796386619806,0.8479771762541347,32.00766716049659,32.00766716049659,53.13010235415598,TRACKING
158,0.25040461790491436,0.06329995408228103,0.9660696885551657,14.968119547289865,14.968119547289865,53.13010235415598,TRACKING
159,0.6861140758786874,-0.726683305214591,0.03433436767340274,88.032398926835,88.032398926835,53.13010235415598,OUT OF RANGE
160,-0.39351739394860663,0.18740881226956896,0.9000122208856981,25.84032633583394,25.84032633583394,53.13010235415598,TRACKING
161,0.4442188197448592,-0.807648308128346,0.38778067327021915,67.18352328744265,67.18352328744265,53.13010235415598,OUT OF RANGE
162,-0.17749856261164862,0.8887275381976876,0.4226791018253404,64.99615369669259,64.99615369669259,53.13010235415598,OUT OF RANGE
163,-0.8185306882110024,-0.5374630395882728,0.2028324272234538,78.29735925490003,78.29735925490003,53.13010235415598,OUT OF RANGE
164,-0.6246091582767603,0.010267356566532207,0.7808700152944359,38.6596976556791,38.6596976556791,53.13010235415598,TRACKING
165,-0.6061017776743292,0.0423911247889526,0.7942566509882971,37.41489925825816,37.41489925825816,53.13010235415598,TRACKING
166,0.8361372266863364,-0.02209968272252566,0.548074942113618,56.764954064668544,56.764954064668544,53.13010235415598,OUT OF RANGE
167,0.9517537954825366,-0.09375708570910239,0.2921888458923821,73.01095543339996,73.01095543339996,53.13010235415598,OUT OF RANGE
168,0.2791516623384965,0.9188717608720653,0.2788351421279678,73.80930534400952,73.80930534400952,53.13010235415598,OUT OF RANGE
169,0.2330789731565923,0.4626150165139544,0.855372163895963,31.19912580544968,31.19912580544968,53.13010235415598,TRACKING
170,0.8258397755989528,0.20502021034646412,0.5253145518526616,58.31057885706291,58.31057885706291,53.13010235415598,OUT OF RANGE
171,-0.16290545787213528,0.9588241676592419,0.23263281648991818,76.5478736231463,76.5478736231463,53.13010235415598,OUT OF RANGE
172,0.2650599734386668,-0.9574058178309106,0.11453082757152468,83.42343534984614,83.42343534984614,53.13010235415598,OUT OF RANGE
173,0.6175796025866295,-0.39365152347072135,0.6809066841631978,47.085464766425545,47.085464766425545,53.13010235415598,TRACKING
174,-0.7172403514683501,-0.6808663684151939,0.14828103920145413,81.4726766141732,81.4726766141732,53.13010235415598,OUT OF RANGE
175,-0.46117269240522,0.2473885443326672,0.8521259624683925,31.556340793514725,31.556340793514725,53.13010235415598,TRACKING
176,0.6736561615720412,0.18023438327265737,0.7167307326062896,44.21478088062476,44.21478088062476,53.13010235415598,TRACKING
177,0.032049013500019354,-0.6328975493420228,0.7735719441464625,39.32426109125087,39.32426109125087,53.13010235415598,TRACKING
178,-0.49213043224219055,0.817730278686268,0.2985378183426567,72.63019774284605,72.63019774284605,53.13010235415598,OUT OF RANGE
179,0.22495689061260093,0.466797813435788,0.8552743412130857,31.209943956618556,31.209943956618556,53.13010235415598,TRACKING
180,-0.9801376260247445,0.10499727270625803,0.16824329637410665,80.31430372115777,80.31430372115777,53.13010235415598,OUT OF RANGE
181,0.8914027532958766,0.3410452368312506,0.29847827031669616,72.63377258056589,72.63377258056589,53.13010235415598,OUT OF RANGE
182,0.47093891776071733,0.5185678919891265,0.7136552929365254,44.46689633956993,44.46689633956993,53.13010235415598,TRACKING
183,-0.1196169390829782,-0.5470849501980097,0.8284864785566873,34.05642477141534,34.05642477141534,53.13010235415598,TRACKING
184,0.4477518380574658,-0.8841725302797369,0.13325625019070844,82.34220064410876,82.34220064410876,53.13010235415598,OUT OF RANGE
185,-0.048055936834370525,-0.2316735419404446,0.9716058855831102,13.68626053683022,13.68626053683022,53.13010235415598,TRACKING
186,0.7507222615882368,0.6492246535408386,0.12216151272238393,82.98313391117738,82.98313391117738,53.13010235415598,OUT OF RANGE
187,-0.6886355970398074,-0.6942074838565544,0.20942059079082861,77.91160044478349,77.91160044478349,53.13010235415598,OUT OF RANGE
188,0.285330760828525,-0.6749127550581544,0.6804991770640334,47.117337175187245,47.117337175187245,53.13010235415598,TRACKING
189,0.11094188894192983,0.7535481248777294,0.6479638267459493,49.6117415235658,49.6117415235658,53.13010235415598,TRACKING
190,-0.5066948943092763,0.7906780483842288,0.3436400848041717,69.9011964224237,69.9011964224237,53.13010235415598,OUT OF RANGE
191,0.7826132644238957,-0.09347317895069594,0.6154504392431811,52.01534269960704,52.01534269960704,53.13010235415598,TRACKING
192,0.8331853019862916,0.22781843028121537,0.5038859150424978,59.74257518690871,59.74257518690871,53.13010235415598,OUT OF RANGE
193,0.7549900987702206,0.49429868689203704,0.43088137450549013,64.47649260815167,64.47649260815167,53.13010235415598,OUT OF RANGE
194,0.6300615747792319,0.6153838526341872,0.4736297350291887,61.72983034809415,61.72983034809415,53.13010235415598,OUT OF RANGE
195,0.11629053206965388,0.7919665371876844,0.5993876175947457,53.173948434928235,53.173948434928235,53.13010235415598,OUT OF RANGE
196,0.42026114131587955,0.7884513503031857,0.4491381093883679,63.31160061966435,63.31160061966435,53.13010235415598,OUT OF RANGE
197,0.3928247642489486,-0.6490412355599245,0.6514861311920651,49.34625626924577,49.34625626924577,53.13010235415598,TRACKING
198,-0.3146760143738694,0.17501038424832757,0.9329257051786221,21.10442882154573,21.10442882154573,53.13010235415598,TRACKING
199,-0.5182649297224988,0.17439521573687314,0.8372501247224886,33.14913129165271,33.14913129165271,53.13010235415598,TRACKING
